salary_in_usd,work_models_On-site,work_models_Remote,comp_is_US,company_size_encoded,domain_expertise_Data Engineering,domain_expertise_Data Science,domain_expertise_Machine Learning / AI,domain_expertise_Other,exp_level
12.101,1,0,1,1,0,1,0,0,1
12.15,0,1,1,1,0,0,0,0,1
11.679,0,1,1,1,0,0,0,0,1
11.907,1,0,1,1,0,1,0,0,1
11.347,1,0,1,1,0,1,0,0,1
11.918,1,0,1,1,1,0,0,0,2
11.421,1,0,1,1,1,0,0,0,2
12.532,1,0,1,1,0,1,0,0,1
12.061,1,0,1,1,0,1,0,0,1
12.433,1,0,1,1,0,1,0,0,1
11.815,1,0,1,1,0,1,0,0,1
12.141,1,0,1,1,0,1,0,0,1
11.645,1,0,1,1,0,1,0,0,1
12.301,1,0,1,1,0,1,0,0,2
11.831,1,0,1,1,0,1,0,0,2
11.687,1,0,1,1,0,0,0,0,2
10.861,1,0,1,1,0,0,0,0,2
11.695,0,1,1,1,1,0,0,0,1
11.533,0,1,1,1,1,0,0,0,1
11.067,1,0,1,1,0,0,0,0,0
11.002,1,0,1,1,0,0,0,0,0
12.095,1,0,1,1,1,0,0,0,2
11.626,1,0,1,1,1,0,0,0,2
11.082,1,0,1,1,0,0,0,0,0
10.897,1,0,1,1,0,0,0,0,0
11.687,1,0,1,1,0,0,0,0,2
10.861,1,0,1,1,0,0,0,0,2
12.429,1,0,1,1,0,0,1,0,1
11.849,1,0,1,1,0,0,1,0,1
11.642,1,0,1,1,0,1,0,0,0
11.054,1,0,1,1,0,1,0,0,0
12.255,1,0,1,1,0,1,0,0,1
11.983,1,0,1,1,0,1,0,0,1
12.044,1,0,1,1,1,0,0,0,2
11.775,1,0,1,1,1,0,0,0,2
12.42,1,0,1,2,0,1,0,0,1
11.754,1,0,1,2,0,1,0,0,1
11.736,1,0,1,1,0,0,1,0,2
11.513,1,0,1,1,0,0,1,0,2
11.849,1,0,1,1,0,1,0,0,1
12.418,1,0,1,1,1,0,0,0,1
11.847,1,0,1,1,1,0,0,0,1
12.165,0,1,1,1,0,0,0,0,1
11.837,0,1,1,1,0,0,0,0,1
12.044,1,0,1,1,0,1,0,0,1
11.775,1,0,1,1,0,1,0,0,1
11.513,0,1,1,1,1,0,0,0,1
11.408,0,1,1,1,1,0,0,0,1
12.044,0,1,1,1,0,0,0,0,1
11.775,0,1,1,1,0,0,0,0,1
12.134,1,0,1,1,1,0,0,0,2
11.312,1,0,1,1,1,0,0,0,2
12.02,1,0,1,1,1,0,0,0,1
11.2,1,0,1,1,1,0,0,0,1
11.661,1,0,1,1,0,0,0,0,2
11.15,1,0,1,1,0,0,0,0,2
11.866,1,0,1,1,0,1,0,0,1
11.173,1,0,1,1,0,1,0,0,1
12.095,1,0,1,1,0,1,0,0,2
11.576,1,0,1,1,0,1,0,0,2
11.689,0,1,1,1,0,0,0,0,1
11.369,0,1,1,1,0,0,0,0,1
11.853,0,1,1,1,1,0,0,0,1
11.323,0,1,1,1,1,0,0,0,1
11.593,1,0,1,1,1,0,0,0,1
11.275,1,0,1,1,1,0,0,0,1
11.999,1,0,1,1,1,0,0,0,1
11.38,1,0,1,1,1,0,0,0,1
12.272,1,0,1,1,1,0,0,0,1
11.544,1,0,1,1,1,0,0,0,1
11.849,1,0,1,1,1,0,0,0,2
11.408,1,0,1,1,1,0,0,0,2
12.264,1,0,1,1,0,1,0,0,2
11.444,1,0,1,1,0,1,0,0,2
12.311,1,0,1,2,0,1,0,0,2
11.82,1,0,1,2,0,1,0,0,2
11.964,0,1,1,1,0,1,0,0,2
11.878,0,1,1,1,0,1,0,0,2
12.095,1,0,1,1,0,1,0,0,1
11.626,1,0,1,1,0,1,0,0,1
12.307,0,1,1,1,1,0,0,0,1
11.902,0,1,1,1,1,0,0,0,1
12.095,1,0,1,1,1,0,0,0,1
11.626,1,0,1,1,1,0,0,0,1
11.661,1,0,1,1,0,1,0,0,1
11.408,1,0,1,1,0,1,0,0,1
11.778,1,0,1,1,1,0,0,0,2
11.219,1,0,1,1,1,0,0,0,2
11.695,1,0,1,1,0,0,0,0,1
11.513,1,0,1,1,0,0,0,0,1
12.419,1,0,1,1,0,0,1,0,1
12.056,1,0,1,1,0,0,1,0,1
11.849,1,0,1,1,0,0,0,1,2
11.408,1,0,1,1,0,0,0,1,2
12.468,1,0,1,1,0,1,0,0,1
12.346,1,0,1,1,0,1,0,0,1
11.775,0,1,1,1,0,0,0,1,1
11.608,0,1,1,1,0,0,0,1,1
11.608,1,0,1,1,0,1,0,0,2
11.408,1,0,1,1,0,1,0,0,2
12.644,1,0,1,1,0,1,0,0,2
12.409,1,0,1,1,0,1,0,0,2
12.255,1,0,1,1,0,1,0,0,2
11.983,1,0,1,1,0,1,0,0,2
11.35,1,0,1,1,0,0,0,1,2
11.225,1,0,1,1,0,0,0,1,2
12.543,1,0,1,1,0,0,1,0,1
12.186,1,0,1,1,0,0,1,0,1
12.264,1,0,1,1,0,0,1,0,2
11.444,1,0,1,1,0,0,1,0,2
12.346,0,1,1,1,0,1,0,0,1
11.653,0,1,1,1,0,1,0,0,1
11.225,1,0,1,1,0,1,0,0,2
11.156,1,0,1,1,0,1,0,0,2
12.361,1,0,1,1,0,1,0,0,1
11.831,1,0,1,1,0,1,0,0,1
12.02,1,0,1,1,0,1,0,0,2
11.2,1,0,1,1,0,1,0,0,2
12.083,1,0,1,1,0,1,0,0,1
11.347,1,0,1,1,0,1,0,0,1
12.434,1,0,1,1,1,0,0,0,1
11.701,1,0,1,1,1,0,0,0,1
11.572,1,0,1,1,1,0,0,0,2
11.295,1,0,1,1,1,0,0,0,2
11.695,1,0,1,1,0,1,0,0,2
11.901,1,0,1,1,0,1,0,0,2
11.587,1,0,1,1,0,1,0,0,2
11.884,0,1,1,1,0,0,0,0,1
11.462,0,1,1,1,0,0,0,0,1
11.29,1,0,1,1,0,1,0,0,0
10.82,1,0,1,1,0,1,0,0,0
12.073,0,1,1,1,0,0,0,1,1
11.918,0,1,1,1,0,0,0,1,1
12.093,1,0,1,1,1,0,0,0,1
11.115,1,0,1,1,1,0,0,0,1
11.685,1,0,1,1,0,0,0,0,0
11.579,1,0,1,1,0,0,0,0,0
12.134,1,0,1,1,1,0,0,0,1
11.312,1,0,1,1,1,0,0,0,1
11.864,1,0,1,1,0,0,0,0,2
11.76,1,0,1,1,0,0,0,0,2
11.85,1,0,1,1,0,0,0,0,1
11.349,1,0,1,1,0,0,0,0,1
12.476,1,0,1,1,0,0,1,0,1
12.134,1,0,1,1,0,0,1,0,1
10.977,1,0,1,1,0,0,0,0,2
10.986,1,0,1,1,0,0,0,0,0
10.779,1,0,1,1,0,0,0,0,0
11.45,1,0,1,1,0,0,0,0,1
10.858,1,0,1,1,0,0,0,0,1
11.695,1,0,1,1,0,0,0,1,2
11.513,1,0,1,1,0,0,0,1,2
12.061,1,0,1,1,1,0,0,0,1
11.849,1,0,1,1,1,0,0,0,1
12.583,1,0,1,1,0,0,1,0,1
12.102,1,0,1,1,0,0,1,0,1
12.452,1,0,1,1,0,0,1,0,1
12.047,1,0,1,1,0,0,1,0,1
11.897,1,0,1,1,1,0,0,0,1
11.579,1,0,1,1,1,0,0,0,1
12.206,1,0,1,1,1,0,0,0,2
11.67,1,0,1,1,1,0,0,0,2
11.93,1,0,1,2,0,0,0,1,2
11.051,1,0,1,2,0,0,0,1,2
12.388,0,1,1,1,0,1,0,0,1
11.982,0,1,1,1,0,1,0,0,1
11.997,1,0,1,1,0,0,0,0,0
10.776,1,0,1,1,0,0,0,0,0
11.778,1,0,1,1,1,0,0,0,1
11.43,1,0,1,1,1,0,0,0,1
12.507,1,0,1,1,0,1,0,0,1
11.878,1,0,1,1,0,1,0,0,1
12.083,1,0,1,1,0,0,0,0,1
11.347,1,0,1,1,0,0,0,0,1
11.43,1,0,1,1,0,0,0,0,2
11.142,1,0,1,1,0,0,0,0,2
12.127,1,0,1,1,0,1,0,0,1
11.582,1,0,1,1,0,1,0,0,1
12.717,1,0,1,1,1,0,0,0,1
12.078,1,0,1,1,1,0,0,0,1
12.458,1,0,1,1,0,1,0,0,1
11.839,1,0,1,1,0,1,0,0,1
12.397,1,0,1,1,0,0,0,0,2
11.663,1,0,1,1,0,0,0,0,2
12.346,1,0,1,1,0,1,0,0,1
12.255,1,0,1,1,0,1,0,0,1
11.647,1,0,1,1,1,0,0,0,1
11.403,1,0,1,1,1,0,0,0,1
11.35,1,0,1,1,0,0,0,0,0
11.082,1,0,1,1,0,0,0,0,0
12.495,1,0,1,1,0,0,1,0,1
11.762,1,0,1,1,0,0,1,0,1
12.543,1,0,1,1,0,1,0,0,2
12.206,1,0,1,1,0,1,0,0,2
12.101,1,0,1,1,1,0,0,0,2
12.092,0,1,1,1,1,0,0,0,1
11.399,0,1,1,1,1,0,0,0,1
12.409,0,1,1,1,1,0,0,0,1
11.918,0,1,1,1,1,0,0,0,1
11.951,1,0,1,1,1,0,0,0,1
11.884,1,0,1,1,1,0,0,0,1
12.014,0,1,1,1,0,0,1,0,1
11.775,0,1,1,1,0,0,1,0,1
12.546,1,0,1,1,0,1,0,0,1
12.14,1,0,1,1,0,1,0,0,1
11.775,0,1,1,1,0,0,0,0,2
11.695,0,1,1,1,0,0,0,0,2
12.128,0,1,1,1,1,0,0,0,2
11.736,0,1,1,1,1,0,0,0,2
12.19,0,1,1,1,1,0,0,0,1
12.137,0,1,1,1,1,0,0,0,1
12.468,1,0,1,1,0,1,0,0,1
12.165,1,0,1,1,0,1,0,0,1
12.234,1,0,1,2,1,0,0,0,2
11.568,1,0,1,2,1,0,0,0,2
11.225,1,0,1,1,0,0,0,0,2
12.346,1,0,1,1,1,0,0,0,1
11.849,1,0,1,1,1,0,0,0,1
11.917,1,0,1,1,0,0,0,1,0
11.357,1,0,1,1,0,0,0,1,0
12.292,1,0,1,1,0,1,0,0,1
11.936,1,0,1,1,0,1,0,0,1
12.128,1,0,1,1,1,0,0,0,2
12.014,1,0,1,1,1,0,0,0,2
12.323,1,0,1,1,0,0,1,0,1
11.708,1,0,1,1,0,0,1,0,1
11.768,1,0,1,1,0,0,0,0,1
10.741,1,0,1,1,0,0,0,0,1
12.515,1,0,1,1,0,1,0,0,1
11.955,1,0,1,1,0,1,0,0,1
13.528,1,0,1,1,0,1,0,0,2
11.918,1,0,1,1,0,1,0,0,2
11.653,1,0,1,1,0,0,0,0,0
11.462,1,0,1,1,0,0,0,0,0
13.528,1,0,1,1,0,0,1,0,2
11.918,1,0,1,1,0,0,1,0,2
12.769,1,0,1,1,0,0,1,0,1
12.049,1,0,1,1,0,0,1,0,1
12.514,1,0,1,1,0,1,0,0,1
12.044,1,0,1,1,0,1,0,0,1
12.078,1,0,1,1,0,1,0,0,1
11.97,1,0,1,1,0,1,0,0,1
11.813,0,1,1,1,0,0,0,0,1
11.736,0,1,1,1,0,0,0,0,1
11.608,1,0,1,1,0,1,0,0,2
11.29,1,0,1,1,0,1,0,0,2
12.506,0,1,1,1,0,0,1,0,1
12.355,0,1,1,1,0,0,1,0,1
11.581,0,1,1,1,0,1,0,0,2
11.377,0,1,1,1,0,1,0,0,2
12.346,1,0,1,1,0,0,1,0,1
11.849,1,0,1,1,0,0,1,0,1
11.35,0,1,1,1,0,0,0,0,2
11.032,0,1,1,1,0,0,0,0,2
12.612,0,1,1,1,1,0,0,0,1
12.181,0,1,1,1,1,0,0,0,1
12.228,1,0,1,1,0,0,1,0,1
11.865,1,0,1,1,0,0,1,0,1
11.585,1,0,1,1,0,0,0,0,2
11.48,1,0,1,1,0,0,0,0,2
11.943,0,1,1,1,0,0,0,0,2
11.472,0,1,1,1,0,0,0,0,2
12.228,1,0,1,1,0,1,0,0,1
11.865,1,0,1,1,0,1,0,0,1
12.155,0,1,1,1,1,0,0,0,1
11.786,0,1,1,1,1,0,0,0,1
12.183,0,1,1,1,0,1,0,0,1
11.859,0,1,1,1,0,1,0,0,1
12.017,0,1,1,1,0,1,0,0,1
11.692,0,1,1,1,0,1,0,0,1
12.367,0,1,1,1,0,1,0,0,1
12.043,0,1,1,1,0,1,0,0,1
12.367,0,1,1,1,0,1,0,0,2
12.043,0,1,1,1,0,1,0,0,2
12.206,1,0,1,1,0,1,0,0,1
11.813,1,0,1,1,0,1,0,0,1
12.255,0,1,1,1,0,0,0,0,1
11.93,0,1,1,1,0,0,0,0,1
12.281,0,1,1,1,1,0,0,0,1
11.956,0,1,1,1,1,0,0,0,1
12.63,1,0,1,1,0,1,0,0,1
12.145,1,0,1,1,0,1,0,0,1
12.103,1,0,1,1,1,0,0,0,1
11.474,1,0,1,1,1,0,0,0,1
11.225,1,0,1,1,0,0,0,0,0
10.768,1,0,1,1,0,0,0,0,0
12.215,1,0,1,1,0,1,0,0,1
11.895,1,0,1,1,0,1,0,0,1
11.798,1,0,1,1,1,0,0,0,2
10.975,1,0,1,1,1,0,0,0,2
11.88,0,1,1,1,0,0,0,1,1
11.56,0,1,1,1,0,0,0,1,1
11.661,1,0,1,1,0,0,0,0,1
11.339,1,0,1,1,0,0,0,0,1
11.897,1,0,1,1,0,0,0,0,1
11.579,1,0,1,1,0,0,0,0,1
11.798,1,0,1,1,0,0,0,0,2
10.973,1,0,1,1,0,0,0,0,2
11.83,1,0,1,1,0,1,0,0,1
10.989,1,0,1,1,0,1,0,0,1
12.014,1,0,1,1,1,0,0,0,2
11.902,1,0,1,1,1,0,0,0,2
11.778,1,0,1,1,0,1,0,0,1
11.43,1,0,1,1,0,1,0,0,1
11.959,0,1,1,1,0,0,1,0,1
11.639,0,1,1,1,0,0,1,0,1
12.328,0,1,1,1,0,1,0,0,1
12.26,0,1,1,1,0,1,0,0,1
12.193,1,0,1,1,0,1,0,0,1
11.794,1,0,1,1,0,1,0,0,1
11.599,1,0,1,1,0,0,0,0,2
11.035,1,0,1,1,0,0,0,0,2
11.608,1,0,1,1,1,0,0,0,1
11.156,1,0,1,1,1,0,0,0,1
12.38,1,0,1,1,0,0,1,0,1
12.078,1,0,1,1,0,0,1,0,1
11.927,0,1,1,1,1,0,0,0,1
11.48,0,1,1,1,1,0,0,0,1
11.599,1,0,1,1,0,0,0,1,2
11.035,1,0,1,1,0,0,0,1,2
11.995,1,0,1,1,0,1,0,0,2
11.59,1,0,1,1,0,1,0,0,2
12.15,0,1,1,1,0,0,0,0,2
11.679,0,1,1,1,0,0,0,0,2
11.744,0,1,1,1,0,0,1,0,0
11.44,0,1,1,1,0,0,1,0,0
11.983,0,1,1,1,0,1,0,0,1
11.918,0,1,1,1,0,1,0,0,1
12.378,1,0,1,1,0,1,0,0,3
11.967,1,0,1,1,0,1,0,0,3
11.884,1,0,1,1,0,1,0,0,1
11.653,1,0,1,1,0,1,0,0,1
11.513,1,0,1,1,0,1,0,0,1
11.396,1,0,1,1,0,0,0,0,1
11.238,1,0,1,1,0,0,0,0,1
12.48,1,0,1,1,1,0,0,0,1
11.746,1,0,1,1,1,0,0,0,1
12.673,1,0,1,1,0,0,1,0,1
12.306,1,0,1,1,0,0,1,0,1
12.206,1,0,1,1,1,0,0,0,1
11.918,1,0,1,1,1,0,0,0,1
11.667,1,0,1,1,0,0,0,0,1
11.445,1,0,1,1,0,0,0,0,1
11.513,1,0,1,1,1,0,0,0,2
11.462,1,0,1,1,1,0,0,0,2
12.417,0,1,1,1,0,0,1,0,1
11.932,0,1,1,1,0,0,1,0,1
12.499,1,0,1,1,0,1,0,0,1
11.831,1,0,1,1,0,1,0,0,1
11.918,1,0,1,1,0,1,0,0,1
11.29,1,0,1,1,0,1,0,0,1
12.139,1,0,1,1,1,0,0,0,1
11.586,1,0,1,1,1,0,0,0,1
12.127,1,0,1,1,0,1,0,0,1
11.995,1,0,1,1,0,1,0,0,1
12.264,1,0,1,1,0,1,0,0,1
11.444,1,0,1,1,0,1,0,0,1
12.123,1,0,1,1,1,0,0,0,1
11.472,1,0,1,1,1,0,0,0,1
12.226,1,0,1,1,1,0,0,0,2
11.631,1,0,1,1,1,0,0,0,2
12.301,1,0,1,1,0,0,0,1,1
11.831,1,0,1,1,0,0,0,1,1
12.228,1,0,1,1,0,0,1,0,2
11.865,1,0,1,1,0,0,1,0,2
12.044,0,1,1,1,0,1,0,0,1
11.849,0,1,1,1,0,1,0,0,1
11.918,1,0,1,1,0,1,0,0,2
11.29,1,0,1,1,0,1,0,0,2
11.661,1,0,1,1,0,0,0,0,1
11.608,1,0,1,1,0,0,0,0,1
11.791,1,0,1,1,0,0,0,0,0
11.552,1,0,1,1,0,0,0,0,0
12.073,0,1,1,1,0,0,1,0,1
11.857,0,1,1,1,0,0,1,0,1
12.196,0,1,1,1,0,0,0,1,1
11.925,0,1,1,1,0,0,0,1,1
11.327,1,0,1,1,0,0,0,0,0
11.918,1,0,1,1,0,1,0,0,0
12.228,1,0,1,1,0,1,0,0,2
11.865,1,0,1,1,0,1,0,0,2
12.128,1,0,1,1,1,0,0,0,1
11.775,1,0,1,1,1,0,0,0,1
12.429,1,0,1,1,0,1,0,0,1
11.736,1,0,1,1,0,1,0,0,1
11.308,1,0,1,1,0,1,0,0,1
11.699,0,1,1,1,0,0,0,0,1
12.292,1,0,1,1,0,1,0,0,3
12.032,1,0,1,1,0,1,0,0,3
11.689,0,1,1,1,0,1,0,0,2
11.369,0,1,1,1,0,1,0,0,2
12.127,1,0,1,1,0,0,1,0,1
11.995,1,0,1,1,0,0,1,0,1
11.764,1,0,1,1,1,0,0,0,2
11.513,1,0,1,1,1,0,0,0,2
11.997,1,0,1,1,0,0,1,0,0
10.776,1,0,1,1,0,0,1,0,0
12.233,1,0,1,1,0,1,0,0,1
11.764,1,0,1,1,0,1,0,0,1
12.008,1,0,1,1,1,0,0,0,1
11.67,1,0,1,1,1,0,0,0,1
11.866,1,0,1,1,0,0,1,0,1
11.465,1,0,1,1,0,0,1,0,1
12.419,1,0,1,1,0,0,1,0,2
12.056,1,0,1,1,0,0,1,0,2
11.806,0,1,1,1,0,0,0,0,2
11.408,0,1,1,1,0,0,0,0,2
12.226,1,0,1,1,1,0,0,0,1
12.003,1,0,1,1,1,0,0,0,1
12.032,0,1,1,1,1,0,0,0,1
11.871,0,1,1,1,1,0,0,0,1
11.866,1,0,1,1,0,1,0,0,1
11.465,1,0,1,1,0,1,0,0,1
11.562,0,1,1,1,0,0,0,0,1
11.513,0,1,1,1,0,0,0,0,1
11.918,1,0,1,1,1,0,0,0,1
11.736,1,0,1,1,1,0,0,0,1
11.783,1,0,1,2,0,1,0,0,0
10.904,1,0,1,2,0,1,0,0,0
11.695,1,0,1,1,0,0,0,0,0
10.82,1,0,1,1,0,0,0,0,0
12.044,1,0,1,1,1,0,0,0,1
11.695,1,0,1,1,1,0,0,0,1
12.792,1,0,1,1,0,1,0,0,1
12.596,1,0,1,1,0,1,0,0,1
11.533,0,1,1,1,0,0,0,0,0
11.43,0,1,1,1,0,0,0,0,0
11.795,1,0,1,1,0,0,0,0,0
11.476,1,0,1,1,0,0,0,0,0
12.346,1,0,1,1,1,0,0,0,1
11.608,0,1,1,1,1,0,0,0,2
11.408,0,1,1,1,1,0,0,0,2
12.06,0,1,1,1,0,1,0,0,1
11.608,0,1,1,1,0,1,0,0,1
11.819,1,0,1,1,0,1,0,0,1
11.501,1,0,1,1,0,1,0,0,1
12.712,1,0,1,1,0,0,1,0,1
12.498,1,0,1,1,0,0,1,0,1
12.493,1,0,1,1,0,1,0,0,1
12.088,1,0,1,1,0,1,0,0,1
12.766,1,0,1,1,0,1,0,0,0
12.429,1,0,1,1,0,1,0,0,0
11.951,1,0,1,1,0,0,1,0,2
11.736,1,0,1,1,0,0,1,0,2
12.538,1,0,1,1,0,1,0,0,1
11.979,1,0,1,1,0,1,0,0,1
12.049,1,0,1,1,0,0,1,0,2
11.925,1,0,1,1,0,0,1,0,2
11.513,0,1,1,1,1,0,0,0,2
11.29,0,1,1,1,1,0,0,0,2
12.072,0,1,1,1,1,0,0,0,1
11.795,0,1,1,1,1,0,0,0,1
12.02,1,0,1,1,0,0,0,0,2
11.2,1,0,1,1,0,0,0,0,2
12.264,1,0,1,1,0,0,1,0,1
11.444,1,0,1,1,0,0,1,0,1
12.255,1,0,1,1,1,0,0,0,1
11.467,1,0,1,1,1,0,0,0,1
12.126,1,0,1,1,1,0,0,0,1
11.507,1,0,1,1,1,0,0,0,1
12.231,1,0,1,1,1,0,0,0,1
11.954,1,0,1,1,1,0,0,0,1
12.038,1,0,1,1,0,1,0,0,2
11.566,1,0,1,1,0,1,0,0,2
11.413,1,0,1,1,0,0,0,0,2
10.655,1,0,1,1,0,0,0,0,2
12.363,0,1,1,1,0,1,0,0,1
11.891,0,1,1,1,0,1,0,0,1
11.761,1,0,1,1,0,1,0,0,2
11.356,1,0,1,1,0,1,0,0,2
11.445,1,0,1,1,0,1,0,0,1
12.057,1,0,1,1,0,0,0,0,2
11.363,1,0,1,1,0,0,0,0,2
11.835,0,1,1,1,1,0,0,0,2
11.362,0,1,1,1,1,0,0,0,2
12.095,1,0,1,1,0,1,0,0,0
11.626,1,0,1,1,0,1,0,0,0
13.459,0,1,1,1,1,0,0,0,1
11.918,0,1,1,1,1,0,0,0,1
12.095,0,1,1,1,0,1,0,0,1
11.626,0,1,1,1,0,1,0,0,1
11.712,1,0,1,1,0,0,0,0,1
11.451,1,0,1,1,0,0,0,0,1
11.712,1,0,1,1,0,1,0,0,1
11.451,1,0,1,1,0,1,0,0,1
12.324,1,0,1,1,1,0,0,0,1
12.101,1,0,1,1,1,0,0,0,1
12.014,0,1,1,1,1,0,0,0,1
11.715,0,1,1,1,1,0,0,0,1
12.525,1,0,1,1,0,0,1,0,1
12.139,1,0,1,1,0,0,1,0,1
12.268,1,0,1,2,0,1,0,0,2
11.729,1,0,1,2,0,1,0,0,2
11.775,1,0,1,1,0,1,0,0,0
11.29,1,0,1,1,0,1,0,0,0
11.983,0,1,1,1,0,1,0,0,1
11.775,0,1,1,1,0,1,0,0,1
12.392,1,0,1,1,0,0,1,0,1
11.75,1,0,1,1,0,0,1,0,1
11.884,0,1,1,1,0,1,0,0,1
11.813,0,1,1,1,0,1,0,0,1
12.31,0,1,1,1,1,0,0,0,1
11.791,0,1,1,1,1,0,0,0,1
12.429,0,1,1,1,0,1,0,0,1
12.044,0,1,1,1,0,1,0,0,1
12.429,1,0,1,1,0,0,1,0,1
11.918,1,0,1,1,0,0,1,0,1
12.31,1,0,1,1,1,0,0,0,1
11.791,1,0,1,1,1,0,0,0,1
11.451,0,0,1,2,0,0,0,0,1
11.608,1,0,1,1,0,1,0,0,1
11.156,1,0,1,1,0,1,0,0,1
12.409,1,0,1,1,0,1,0,0,1
12.128,1,0,1,1,0,1,0,0,1
12.245,1,0,1,1,0,1,0,0,1
11.973,1,0,1,1,0,1,0,0,1
11.835,1,0,1,1,0,1,0,0,1
11.362,1,0,1,1,0,1,0,0,1
11.819,0,1,1,1,0,1,0,0,1
11.463,0,1,1,1,0,1,0,0,1
12.155,0,1,1,1,1,0,0,0,1
11.983,0,1,1,1,1,0,0,0,1
12.468,1,0,1,2,0,1,0,0,1
11.82,1,0,1,2,0,1,0,0,1
12.101,1,0,1,1,1,0,0,0,1
12.022,1,0,1,1,1,0,0,0,1
12.268,1,0,1,2,0,1,0,0,1
11.654,1,0,1,2,0,1,0,0,1
11.002,1,0,1,1,0,0,0,1,2
10.779,1,0,1,1,0,0,0,1,2
11.002,1,0,1,1,0,1,0,0,2
10.915,1,0,1,1,0,1,0,0,2
12.233,1,0,1,1,0,1,0,0,1
11.794,1,0,1,1,0,1,0,0,1
12.318,1,0,1,2,0,1,0,0,2
11.653,1,0,1,2,0,1,0,0,2
12.014,1,0,1,1,0,1,0,0,2
11.918,1,0,1,1,0,1,0,0,2
11.035,0,1,1,1,0,1,0,0,0
10.8,0,1,1,1,0,1,0,0,0
11.983,1,0,1,1,0,0,1,0,1
11.849,1,0,1,1,0,0,1,0,1
11.572,0,1,1,1,0,0,0,0,0
11.216,0,1,1,1,0,0,0,0,0
12.409,1,0,1,1,0,1,0,0,1
12.128,1,0,1,1,0,1,0,0,1
11.793,1,0,1,1,0,0,0,1,2
11.44,1,0,1,1,0,0,0,1,2
12.363,0,1,1,1,1,0,0,0,1
11.891,0,1,1,1,1,0,0,0,1
11.478,1,0,1,1,0,0,0,1,1
10.919,1,0,1,1,0,0,0,1,1
11.33,1,0,1,1,0,0,0,0,0
11.506,1,0,1,1,0,0,0,0,0
11.324,1,0,1,1,0,0,0,0,0
11.884,1,0,1,1,1,0,0,0,1
11.616,1,0,1,1,1,0,0,0,1
11.523,1,0,1,1,0,0,0,0,2
10.82,1,0,1,1,0,0,0,0,2
12.115,0,1,1,1,1,0,0,0,1
11.709,0,1,1,1,1,0,0,0,1
11.809,0,1,1,1,0,0,0,0,1
11.424,0,1,1,1,0,0,0,0,1
11.918,1,0,1,1,0,1,0,0,1
11.235,1,0,1,1,0,1,0,0,0
10.767,1,0,1,1,0,1,0,0,0
11.736,1,0,1,1,1,0,0,0,1
11.239,1,0,1,1,1,0,0,0,1
12.564,1,0,1,1,1,0,0,0,1
11.871,1,0,1,1,1,0,0,0,1
11.575,0,1,1,1,1,0,0,0,2
11.156,0,1,1,1,1,0,0,0,2
12.403,1,0,1,1,1,0,0,0,1
11.906,1,0,1,1,1,0,0,0,1
11.788,0,1,1,1,0,0,0,0,0
11.319,0,1,1,1,0,0,0,0,0
12.412,1,0,1,1,0,0,1,0,1
11.793,1,0,1,1,0,0,1,0,1
11.956,0,1,1,1,0,0,0,0,0
11.282,0,1,1,1,0,0,0,0,0
12.363,1,0,1,1,1,0,0,0,1
11.67,1,0,1,1,1,0,0,0,1
12.397,1,0,1,1,0,0,1,0,1
11.573,1,0,1,1,0,0,1,0,1
11.727,0,1,1,1,0,0,0,0,1
11.225,0,1,1,1,0,0,0,0,1
11.824,1,0,1,1,1,0,0,0,2
11.724,1,0,1,1,1,0,0,0,2
12.335,0,1,1,1,1,0,0,0,1
11.889,0,1,1,1,1,0,0,0,1
12.138,1,0,1,1,0,0,1,0,1
11.523,1,0,1,1,0,0,1,0,1
11.917,1,0,1,1,0,1,0,0,0
11.168,1,0,1,1,0,1,0,0,0
11.791,0,1,1,1,1,0,0,0,2
11.617,0,1,1,1,1,0,0,0,2
12.101,0,1,1,1,1,0,0,0,2
11.995,0,1,1,1,1,0,0,0,2
11.918,1,0,1,1,0,0,0,0,1
11.813,1,0,1,1,0,0,0,0,1
11.653,1,0,1,1,1,0,0,0,1
11.462,1,0,1,1,1,0,0,0,1
12.38,1,0,1,1,0,1,0,0,2
11.881,1,0,1,1,0,1,0,0,2
11.884,1,0,1,1,0,0,1,0,1
11.498,1,0,1,1,0,0,1,0,1
12.252,0,1,1,1,0,1,0,0,2
11.726,0,1,1,1,0,1,0,0,2
11.778,1,0,1,1,0,0,1,0,0
11.168,1,0,1,1,0,0,1,0,0
11.983,1,0,1,1,1,0,0,0,2
11.225,1,0,1,1,1,0,0,0,2
12.612,1,0,1,1,0,0,1,0,1
12.206,1,0,1,1,0,0,1,0,1
12.449,1,0,1,1,0,1,0,0,1
12.225,1,0,1,1,0,1,0,0,1
12.161,1,0,1,1,0,1,0,0,1
12.045,1,0,1,1,0,1,0,0,1
11.918,0,1,1,1,0,0,0,0,1
12.206,1,0,1,1,0,1,0,0,3
11.918,1,0,1,1,0,1,0,0,3
12.418,1,0,1,1,0,0,1,0,1
11.847,1,0,1,1,0,0,1,0,1
11.408,0,0,1,2,0,1,0,0,1
12.196,1,0,1,1,1,0,0,0,1
11.451,1,0,1,1,1,0,0,0,1
12.297,1,0,1,1,0,1,0,0,1
11.683,1,0,1,1,0,1,0,0,1
11.76,0,1,1,1,1,0,0,0,1
11.002,0,1,1,1,1,0,0,0,0
10.779,0,1,1,1,1,0,0,0,0
